"","duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","class"
"109567",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,34,4,4,4,20,14,1,1,33,64,"normal"
"72000",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,34,4,4,4,20,32,1,1,3,41,"normal"
"117550",1,1,4,1,80,773,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,95,38,1,1,1,1,1,1,14,227,4,4,4,3,5,1,1,2,1,"normal"
"65350",1,1,4,1,54,1043,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,68,11,1,1,1,1,1,1,21,2,4,4,4,3,1,1,1,2,1,"normal"
"31170",1,1,4,1,284,3172,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,95,38,1,1,1,1,1,1,14,14,4,4,4,8,13,1,1,2,1,"normal"
"82653",1,1,1,1,152,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,25,7,8,31,1,1,1,2,1,"normal"
"2238",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,5,60,4,4,25,38,1,1,3,35,"normal"
"122892",1,2,12,1,36,619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,281,136,1,1,1,1,1,1,8,2,4,4,4,3,1,1,1,2,1,"normal"
"87738",1,2,12,1,131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,228,57,7,1,31,1,1,1,2,1,"normal"
"59470",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,38,4,4,4,14,28,1,1,3,95,"normal"
"78180",1,1,4,1,92,367,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,94,11,1,1,1,1,1,1,1,68,4,4,4,14,2,1,1,2,1,"normal"
"10450",1,3,26,1,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,213,4,4,6,1,1,1,2,1,"normal"
"19440",1,1,4,7,346,3348,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,2,2,1,1,1,1,1,47,159,4,4,7,13,8,1,2,1,"normal"
"25707",1,1,4,1,124,1251,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,23,30,1,1,1,1,1,1,24,70,4,4,4,7,9,1,1,2,1,"normal"
"103557",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,156,203,4,4,7,21,1,1,59,38,"normal"
"45525",1,1,4,1,15,1189,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,18,7,1,1,1,1,1,1,1,68,4,4,4,14,17,1,1,2,1,"normal"
"15087",1,1,4,1,96,2845,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,45,4,4,4,26,13,1,1,2,1,"normal"
"73189",1,1,4,1,28,6119,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,69,13,1,1,1,1,1,1,1,58,4,4,4,7,5,1,1,2,1,"normal"
"76621",1,1,1,1,152,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,63,76,1,17,1,1,3,2,1,"normal"
"71590",1,2,12,1,22,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,118,103,1,1,1,1,1,1,8,2,43,4,10,3,1,1,1,2,1,"normal"
"34272",1,1,4,1,16,1291,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,95,6,1,1,1,1,1,1,1,53,4,4,4,7,5,1,1,2,1,"normal"
"16591",90,1,23,1,1006,206,1,1,1,8,1,2,1,1,1,1,1,1,1,1,1,2,17,2,1,1,1,1,1,1,1,27,29,89,8,7,1,1,1,2,1,"normal"
"92838",1,1,4,1,195,621,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,17,220,4,4,4,8,13,1,1,2,1,"normal"
"125155",4,1,16,1,1714,1497,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,12,1,1,1,1,1,1,7,175,147,29,11,7,9,1,1,2,1,"normal"
"9506",1,1,4,1,106,2062,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,32,26,1,1,1,1,1,1,1,16,4,4,4,15,2,1,1,2,1,"normal"
"66078",1,1,4,1,212,2755,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,23,17,1,1,1,1,1,1,1,157,4,4,4,8,5,12,3,2,1,"normal"
"38554",1,1,4,1,543,4296,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,38,14,1,1,1,1,1,1,1,111,4,4,4,4,13,1,1,2,1,"normal"
"116576",1,1,4,1,1995,4848,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,38,14,1,1,1,1,1,1,1,195,26,4,4,7,40,1,1,73,83,"normal"
"119110",1,1,4,1,93,240,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,9,1,1,1,1,1,1,2,45,4,4,4,26,9,1,1,2,1,"normal"
"90176",1,2,12,1,22,303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,253,280,1,1,1,1,1,1,8,2,27,34,10,3,1,1,1,2,1,"normal"
"63137",1,1,4,1,64,4002,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,68,3,1,1,1,1,1,1,1,166,4,4,4,7,9,1,1,2,1,"normal"
"107132",1,1,16,1,3137,2538,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,2,24,62,11,3,1,1,1,88,1,"normal"
"69481",1,1,4,1,254,152,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,32,26,1,1,1,1,1,1,1,70,4,4,4,7,5,1,1,2,1,"normal"
"96858",1,1,1,1,205,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,108,49,1,44,1,1,1,2,1,"normal"
"123408",1,2,12,1,22,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,228,360,1,1,1,1,1,1,1,2,4,4,4,3,1,1,1,2,1,"normal"
"51824",1,1,4,1,899,967,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,68,13,1,1,1,1,1,1,18,28,4,4,4,14,9,1,1,2,1,"normal"
"37627",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,155,190,4,4,11,3,1,3,3,68,"normal"
"57611",1,1,4,1,38,586,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,13,12,1,1,1,1,1,1,1,4,4,4,4,5,9,1,1,2,1,"normal"
"92859",1,1,4,1,480,2274,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,95,6,1,1,1,1,1,1,1,2,4,4,4,3,1,1,1,2,1,"normal"
"44721",5,1,1,1,247,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,70,29,18,22,23,1,1,2,1,"normal"
"54992",1,1,1,1,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,81,23,75,11,77,1,1,1,2,1,"normal"
"110791",1,1,21,1,60,565,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,32,2,1,1,1,1,25,8,1,2,15,5,11,3,1,1,1,2,1,"normal"
"31281",1,1,4,1,74,4451,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92,4,4,4,8,5,1,1,2,1,"normal"
"108390",1,2,12,1,30,469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,134,95,1,1,1,1,1,1,8,2,43,4,10,3,1,1,1,2,1,"normal"
"4411",1,2,12,1,30,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4,1,1,1,1,1,1,16,2,49,24,10,7,1,1,1,2,1,"normal"
"66722",1,1,4,1,16,2527,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,33,23,17,7,1,1,1,1,1,102,4,4,4,8,13,12,1,2,1,"normal"
"81152",1,3,20,1,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,15,6,1,2,91,57,10,18,1,1,1,2,1,"normal"
"113268",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,157,4,4,4,8,12,1,1,62,18,"normal"
"111916",1,1,4,1,412,2458,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,13,12,1,1,1,1,1,1,1,2,4,4,4,3,1,1,1,2,1,"normal"
"111385",1,1,4,1,118,882,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,32,10,1,1,1,1,1,1,31,114,4,4,4,7,5,1,1,2,1,"normal"
"27539",1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,77,24,4,4,4,1,1,1,3,3,"normal"
"33111",1,2,45,1,135,142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,122,65,62,11,38,1,1,1,2,1,"normal"
"88129",1,1,16,1,2862,133,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,12,153,77,5,8,9,1,1,2,1,"normal"
"62765",1,1,4,1,254,478,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,66,32,1,1,1,1,1,1,1,23,4,4,4,11,2,1,1,2,1,"normal"
"9274",1,1,4,1,83,1427,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,33,23,1,1,1,1,1,1,1,18,4,4,4,14,2,1,1,2,1,"normal"
"80936",1,1,4,1,101,3817,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,28,9,1,1,1,1,1,1,2,53,4,4,4,7,9,1,1,2,1,"normal"
"121042",1,1,4,1,66,9146,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,218,4,4,25,13,1,1,2,1,"normal"
"40896",1,1,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,2,2,1,1,1,1,1,161,4,4,4,11,10,22,1,69,41,"normal"
"579",1,1,4,1,29,219,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,110,48,1,1,1,1,1,1,28,69,4,4,4,31,9,1,1,2,1,"normal"
"16441",1,1,4,1,239,940,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,40,61,1,1,1,1,1,1,1,94,4,4,4,8,13,1,1,2,1,"normal"
"101273",1,1,4,1,331,8392,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,7,4,4,4,6,9,1,1,2,1,"normal"
"42250",13,1,16,1,2164,5334,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,249,168,97,11,7,9,1,1,2,1,"normal"
"64023",1,1,16,1,2562,58,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,70,230,67,3,7,5,1,1,4,1,"normal"
"240",1,1,4,1,103,104,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79,4,4,4,7,3,1,1,2,1,"normal"
"65506",1,1,4,1,593,6699,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,65,30,1,1,1,1,1,1,1,87,4,4,4,7,5,1,1,2,1,"normal"
"102497",1,1,4,1,195,656,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,26,1,1,1,1,1,1,20,2,4,4,4,3,1,1,1,2,1,"normal"
"57469",1,1,4,1,155,293,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,22,1,1,1,1,1,1,1,2,4,4,4,3,1,1,1,2,1,"normal"
"112805",2697,1,10,1,2139,8836,1,1,1,1,1,2,1,1,1,1,19,1,1,1,1,1,17,2,1,1,1,1,1,1,1,2,70,45,11,3,1,61,7,2,1,"normal"
"42162",1176,2,2,1,13,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,2,13,10,53,58,1,1,1,2,1,"normal"
"105097",1,1,4,1,168,2283,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,66,32,1,1,1,1,1,1,1,240,4,4,4,7,5,8,1,2,1,"normal"
"20348",1,1,1,1,602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,206,115,14,1,15,1,1,1,2,1,"normal"
"98171",1,1,4,1,207,3957,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,40,4,4,4,24,9,1,1,2,1,"normal"
"101570",1,1,4,1,643,3576,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,10,1,1,1,1,1,1,31,206,4,4,4,7,3,1,1,2,1,"normal"
"40886",48,1,16,1,1009,411,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,123,48,12,11,7,9,1,1,2,1,"normal"
"81115",1,1,4,1,172,914,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,69,13,1,1,1,1,1,1,1,2,4,4,4,3,1,1,1,2,1,"normal"
"99505",1,1,4,1,243,4777,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,13,76,1,1,1,1,1,1,13,158,43,4,4,7,5,1,1,2,1,"normal"
"90071",1,1,4,1,161,337,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,59,4,4,4,3,9,1,1,4,14,"normal"
"54848",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,2,2,1,1,7,5,18,4,4,25,14,1,1,3,8,"normal"
"88452",1,2,3,1,21,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,208,126,24,11,7,1,1,1,2,1,"normal"
"37138",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,100,169,4,4,8,23,1,1,98,28,"normal"
"5326",1,2,3,1,21,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,214,175,24,10,7,1,1,1,2,1,"normal"
"91418",1,1,4,1,96,502,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,69,13,1,1,1,1,1,1,1,215,4,4,4,3,9,1,1,2,1,"normal"
"109335",1,1,4,1,353,1073,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,32,26,1,1,1,1,1,1,1,2,4,4,4,3,1,1,1,2,1,"normal"
"45846",1,3,26,1,192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,159,2,17,6,8,1,1,1,2,1,"normal"
"44834",1,1,4,1,29,826,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,13,4,1,1,1,1,1,1,16,62,4,4,4,7,3,1,1,2,1,"normal"
"29620",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,51,4,4,4,14,17,1,1,3,44,"normal"
"61121",1,2,12,1,131,1508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,17,2,4,4,4,7,1,1,1,2,1,"normal"
"77385",4,1,11,1,374,668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,15,6,1,2,59,5,11,7,1,1,1,2,1,"normal"
"29337",1,2,12,1,61,184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,173,360,1,1,1,1,23,13,8,2,169,99,11,3,1,1,1,2,1,"normal"
"110358",2648,2,2,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,21,10,1,2,13,10,90,6,1,1,1,2,1,"normal"
"116893",1,1,4,1,480,131,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,46,246,4,4,4,7,5,1,1,13,2,"normal"
"101553",1,1,4,1,271,336,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,211,4,4,4,3,9,1,1,2,1,"normal"
"54523",4,1,16,1,1060,1013,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,7,108,249,53,1,7,9,1,1,2,1,"normal"
"50262",1,1,4,1,118,122,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,25,2,1,1,2,1,"normal"
"14063",1,1,4,1,99,1096,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,110,8,1,1,1,1,1,1,1,69,4,4,4,31,5,1,1,2,1,"normal"
"70124",1,1,4,1,50,5437,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,13,12,1,1,1,1,1,1,1,237,4,4,4,7,2,8,1,2,1,"normal"
"70736",1,1,4,1,172,2019,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,106,4,4,4,3,9,1,1,2,1,"normal"
"21457",1,1,11,1,289,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,192,25,6,6,7,1,1,1,2,1,"normal"
"49423",1,1,4,1,238,801,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,2,51,31,11,3,1,1,1,2,1,"normal"
"12511",1,2,12,1,642,1748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,15,6,15,79,9,1,3,7,1,1,1,2,1,"normal"
"57602",27,1,23,1,603,206,1,1,1,8,1,2,1,1,1,1,1,1,1,1,1,2,17,2,1,1,1,1,1,1,1,247,71,14,11,3,1,1,1,30,12,"normal"
"93616",1,2,12,1,30,361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,243,92,1,1,1,1,1,1,8,2,43,4,10,3,1,1,1,2,1,"normal"
"51571",1,1,4,1,348,5251,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,25,203,4,4,8,13,1,1,2,1,"normal"
"42841",1,1,4,1,254,304,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,32,4,1,1,1,1,1,1,16,57,4,4,4,31,3,1,1,2,1,"normal"
"14455",1,2,12,1,61,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,151,111,1,1,1,1,23,33,8,2,145,18,10,3,1,1,1,2,1,"normal"
"108855",1,2,3,1,21,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,41,45,1,2,222,58,10,7,1,1,1,2,1,"normal"
"48619",1,2,12,1,30,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,237,155,1,1,1,1,1,1,1,2,4,4,4,3,1,1,1,2,1,"normal"
"53509",1,1,4,1,117,2308,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,38,11,1,1,1,1,1,1,21,72,4,4,4,4,3,3,1,2,1,"normal"
"9773",1,2,12,1,20,469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,40,1,1,1,1,1,1,8,2,43,4,10,3,1,1,1,2,1,"normal"
"118425",1,2,12,1,20,340,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,212,91,1,1,1,1,1,1,8,2,212,18,10,3,1,1,1,2,1,"normal"
"69793",1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,2,2,1,1,1,24,99,4,4,7,28,1,1,36,58,"normal"
"35061",1,1,4,1,63,2131,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,85,4,4,4,36,3,1,1,2,1,"normal"
"70350",1,2,12,1,268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,7,234,115,46,22,34,28,1,1,2,1,"normal"
"80670",2051,2,2,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,2,2,2,17,99,1,1,1,2,1,"normal"
"101675",1,1,1,1,519,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,110,14,8,15,13,1,1,2,1,"normal"
"106044",1,1,1,1,235,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,22,1,1,1,1,1,1,1,128,5,4,4,6,1,1,1,2,1,"normal"
"41398",1,1,4,1,327,1468,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,5,4,4,4,25,9,1,1,2,1,"normal"
"110049",1,1,1,1,431,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,69,10,1,1,1,1,1,1,31,210,8,75,3,77,1,1,1,2,1,"normal"
"125852",40,1,23,1,535,206,1,1,1,8,1,2,1,1,1,1,1,1,1,1,1,2,17,2,1,1,1,1,1,1,1,34,2,28,94,20,1,1,1,2,1,"normal"
"60595",1,2,2,1,190,160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,253,1,1,1,1,1,1,1,20,148,4,4,6,1,1,1,2,1,"normal"
"15356",1,1,4,1,139,127,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,32,26,1,1,1,1,1,1,1,2,4,4,4,3,1,1,1,2,1,"normal"
"109885",1237,2,2,1,13,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,1,1,1,1,1,1,1,2,2,2,64,46,1,1,1,2,1,"normal"
"54796",1,2,12,1,30,631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,277,1,1,1,1,1,1,8,156,179,69,11,7,1,1,1,2,1,"normal"
"47544",1,2,2,1,190,160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,405,442,1,1,1,1,1,1,1,2,4,4,4,6,1,1,1,2,1,"normal"
"14768",1,2,12,1,30,137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,127,1,1,1,1,1,1,1,2,188,63,10,3,1,1,1,2,1,"normal"
"71105",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,152,42,35,3,25,5,1,1,39,1,"normal"
"87224",1,1,4,1,138,7779,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,26,1,1,1,1,1,1,20,70,4,4,4,7,3,1,1,2,1,"normal"
